"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 2: Midwest"	"CENS-R2"	"Muskegon County, MI"	"26121"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Muskegon County, MI"	"26121"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Muskegon County, MI"	"26121"	"Small Metro"	"4"	26037	3243.455	609.582	26.290	5.536	38.598	2.716	38.363	2.305
	"Census Region 2: Midwest"	"CENS-R2"	"Muskegon County, MI"	"26121"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Muskegon County, MI"	"26121"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"Large Fringe Metro"	"2"	161831	3285.572	606.635	29.929	5.603	38.654	2.571	38.494	2.239
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Oakland County, MI"	"26125"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"Medium Metro"	"3"	40115	3387.336	584.628	28.289	5.249	38.787	2.321	38.616	2.016
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ottawa County, MI"	"26139"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"Small Metro"	"4"	27627	3236.370	628.548	26.691	5.768	38.579	2.698	38.747	2.320
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Saginaw County, MI"	"26145"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"Large Fringe Metro"	"2"	19639	3298.699	586.855	27.249	5.651	38.614	2.543	38.443	2.035
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"St. Clair County, MI"	"26147"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	44711	3307.968	594.422	29.990	5.677	38.853	2.483	38.650	2.197
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Washtenaw County, MI"	"26161"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	287769	3187.428	633.251	27.267	6.072	38.429	2.875	38.348	2.497
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Wayne County, MI"	"26163"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"Large Central Metro"	"1"	Suppressed	3284.250	509.909	33.500	4.500	39.500	0.500	38.500	0.500
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"Large Fringe Metro"	"2"	9938	3325.855	595.254	27.639	5.665	38.715	2.565	38.491	2.086
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"Medium Metro"	"3"	49926	3347.123	589.150	27.209	5.616	38.829	2.500	38.648	2.069
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"Small Metro"	"4"	Suppressed	3458.500	368.500	30.000	1.000	38.500	1.500	38.000	1.000
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"Micropolitan (Nonmetro)"	"5"	120571	3348.335	590.795	27.292	5.616	38.891	2.475	38.706	2.035
	"Census Region 2: Midwest"	"CENS-R2"	"Unidentified Counties, MI"	"26999"	"NonCore (Nonmetro)"	"6"	87941	3336.960	585.995	26.657	5.579	38.875	2.477	38.691	2.011
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"Small Metro"	"4"	15670	3238.944	601.588	26.296	5.556	38.394	2.804	38.377	2.149
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Allen County, OH"	"39003"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"Micropolitan (Nonmetro)"	"5"	13827	3248.386	569.366	26.494	5.756	38.535	2.439	38.439	2.000
	"Census Region 2: Midwest"	"CENS-R2"	"Ashtabula County, OH"	"39007"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"Large Fringe Metro"	"2"	55847	3291.083	600.536	27.718	5.766	38.632	2.606	38.441	2.158
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Butler County, OH"	"39017"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"Small Metro"	"4"	19787	3254.788	594.568	25.839	5.606	38.594	2.594	38.467	2.156
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clark County, OH"	"39023"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"Large Fringe Metro"	"2"	29002	3330.339	597.837	27.843	5.719	38.788	2.532	38.540	2.088
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Clermont County, OH"	"39025"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"Micropolitan (Nonmetro)"	"5"	13309	3279.231	578.239	26.509	5.625	38.627	2.496	38.371	2.013
	"Census Region 2: Midwest"	"CENS-R2"	"Columbiana County, OH"	"39029"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"Large Central Metro"	"1"	181286	3183.945	630.205	27.877	6.086	38.431	2.882	38.311	2.526
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Cuyahoga County, OH"	"39035"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"Large Fringe Metro"	"2"	26136	3346.507	570.383	30.823	5.163	38.675	2.212	38.513	1.941
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Delaware County, OH"	"39041"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"Large Fringe Metro"	"2"	20269	3296.015	588.173	27.777	5.674	38.547	2.439	38.343	2.060
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Fairfield County, OH"	"39045"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"Large Central Metro"	"1"	222223	3241.068	616.660	28.263	5.833	38.508	2.715	38.421	2.362
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Franklin County, OH"	"39049"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"Medium Metro"	"3"	21420	3317.247	599.037	28.064	5.637	38.632	2.470	38.441	2.109
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Greene County, OH"	"39057"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"Large Central Metro"	"1"	133186	3225.907	626.431	27.858	5.875	38.496	2.781	38.323	2.395
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Hamilton County, OH"	"39061"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"Large Fringe Metro"	"2"	27725	3283.808	571.201	28.711	5.646	38.608	2.315	38.453	1.977
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lake County, OH"	"39085"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"Large Fringe Metro"	"2"	23777	3311.694	602.125	27.432	5.702	38.636	2.531	38.499	2.188
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Licking County, OH"	"39089"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lorain County, OH"	"39093"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 2: Midwest"	"CENS-R2"	"Lorain County, OH"	"39093"	"Large Fringe Metro"	"2"	40655	3274.361	593.592	27.700	5.953	38.631	2.603	38.508	2.168
	"Census Region 2: Midwest"	"CENS-R2"	"Lorain County, OH"	"39093"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
